index,529,937,21,226,780,290,599,440,358,627,294,946,995,782,838,840,420,815,648,608,477,118,383,539,798,237,124,817,104,528,520,244,645,999,544,177,632,488,199,788,642,506,585,754,971,604,51,791,4,931,610,251,127,67,91,208,467,963,756,486,418,228,90,968,140,33,898,747,631,454,530,881,775,606,922,36,870,656,887,436,536,435,639,404,211,340,702,433,636,5,741,568,888,368,173,790,785,763,549,701,421,356
label,20,8,25,8,4,6,15,16,26,23,25,26,2,13,8,4,6,11,15,8,14,7,7,26,6,23,14,25,2,20,7,20,26,6,26,2,8,2,26,8,26,21,24,8,2,7,6,23,23,8,2,14,6,2,26,23,8,8,11,1,17,8,11,16,11,24,8,8,21,26,7,4,4,25,2,8,26,14,8,7,4,2,11,17,2,11,8,7,26,17,8,5,8,4,2,6,8,14,6,6,11,26
,test 1,test 2,test 3,test 4,test 5,test 6,test 7,test 8,test 9,test 10,test 11,test 12,test 13,test 14,test 15,test 16,test 17,test 18,test 19,test 20,test 21,test 22,test 23,test 24,test 25,test 26,test 27,test 28,test 29,test 30,test 31,test 32,test 33,test 34,test 35,test 36,test 37,test 38,test 39,test 40,test 41,test 42,test 43,test 44,test 45,test 46,test 47,test 48,test 49,test 50,test 51,test 52,test 53,test 54,test 55,test 56,test 57,test 58,test 59,test 60,test 61,test 62,test 63,test 64,test 65,test 66,test 67,test 68,test 69,test 70,test 71,test 72,test 73,test 74,test 75,test 76,test 77,test 78,test 79,test 80,test 81,test 82,test 83,test 84,test 85,test 86,test 87,test 88,test 89,test 90,test 91,test 92,test 93,test 94,test 95,test 96,test 97,test 98,test 99,test 100,test 101,test 102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
